sample_id,profile_id,time_s,altitude_m,air_density_kg_m3,ambient_temp_c,cooling_air_speed_mps,speed_rpm,torque_nm,voltage_v,current_a,winding_temp_c,output_power_w,input_power_w,copper_loss_w,iron_loss_w,mechanical_loss_w,total_loss_w,thermal_resistance_k_per_w,thermal_time_constant_s,steady_state_temp_c,temperature_margin_c,is_overheated,mission_segment
555,5,370.0,15384.0,0.2005,-58.0,27.178,4317.1,12.81947,538.09,12.1535,38.196,5795.502,6539.679,11.373,50.356,124.554,493.124,0.182228,1007.757,31.861,26.804,0,descent
556,5,375.0,15142.3,0.20628,-58.0,28.594,4432.0,13.44685,539.434,12.8184,36.672,6240.871,6914.671,12.65,53.809,131.073,459.479,0.177658,982.586,23.63,28.328,0,descent
557,5,380.0,15281.7,0.20293,-58.0,27.101,4402.3,13.48956,539.86,12.9384,37.413,6218.75,6984.913,12.884,53.137,124.877,507.294,0.182487,997.011,34.574,27.587,0,descent
558,5,385.0,15420.8,0.19963,-58.0,26.175,4787.1,14.1893,266.441,29.6601,34.873,7113.163,7902.653,67.706,61.339,124.181,548.171,0.185685,1011.649,43.787,30.127,0,descent
559,5,390.0,15184.7,0.20526,-58.0,25.339,4475.1,14.76431,541.161,14.1107,37.012,6919.01,7636.165,15.326,54.53,118.377,479.14,0.188726,986.951,32.426,27.988,0,descent
560,5,395.0,15181.0,0.20535,-58.0,25.039,4600.8,14.1528,269.896,28.6075,38.226,6818.68,7721.05,62.987,57.339,118.146,603.616,0.189853,986.572,56.599,26.774,0,descent
561,5,400.0,15359.8,0.20107,-58.0,23.993,4651.5,14.20456,270.541,28.1685,40.346,6919.078,7620.718,61.09,57.61,114.362,490.78,0.193947,1005.205,37.185,24.654,0,descent
562,5,405.0,15181.3,0.20534,-58.0,25.132,4730.7,13.83826,268.335,27.9367,37.831,6855.429,7496.4,60.088,59.642,119.55,460.211,0.189501,986.599,29.21,27.169,0,descent
563,5,410.0,15138.3,0.20638,-58.0,24.213,4844.9,14.49657,542.733,14.8026,36.892,7354.931,8033.881,16.867,62.727,116.806,461.803,0.193061,982.175,31.156,28.108,0,descent
564,5,415.0,15104.6,0.2072,-58.0,26.072,4849.2,15.30737,272.155,31.7495,37.702,7773.253,8640.779,77.587,63.396,124.277,596.507,0.186052,978.724,52.981,27.298,0,descent
565,5,420.0,15209.4,0.20466,-58.0,23.62,4509.7,14.27715,270.437,27.8399,36.501,6742.396,7528.948,59.672,55.322,111.768,534.646,0.19547,989.508,46.507,28.499,0,descent
566,5,425.0,15203.1,0.20481,-58.0,27.625,4939.7,14.65529,267.759,30.7885,37.703,7580.95,8243.874,72.993,65.363,131.239,485.926,0.180749,988.847,29.831,27.297,0,descent
567,5,430.0,15135.7,0.20644,-58.0,25.229,4566.1,14.88388,539.031,14.5559,37.423,7116.887,7846.085,16.313,56.249,118.639,487.099,0.189134,981.911,34.127,27.577,0,descent
568,5,435.0,15192.9,0.20506,-58.0,26.349,4672.4,13.9056,349.212,21.3449,39.385,6803.941,7453.899,35.076,58.807,123.953,455.503,0.185072,987.795,26.301,25.615,0,descent
569,5,440.0,15201.9,0.20484,-58.0,24.818,4966.8,14.94868,540.901,15.502,36.976,7775.075,8385.03,18.497,66.242,120.241,427.716,0.190695,988.732,23.563,28.024,0,descent
570,5,445.0,15157.8,0.20591,-58.0,27.009,4999.7,15.96744,352.127,25.9022,37.743,8359.971,9120.875,51.628,67.677,129.285,530.362,0.182796,984.181,38.948,27.257,0,descent
571,5,450.0,15253.1,0.20361,-58.0,26.094,4864.2,15.57373,538.87,15.6725,37.695,7932.975,8445.464,18.902,64.428,124.488,375.387,0.185974,994.034,11.812,27.305,0,descent
572,5,455.0,15101.5,0.20727,-58.0,22.611,5073.7,14.98109,343.182,25.3146,38.002,7959.718,8687.508,49.29,68.682,112.323,503.917,0.199787,978.413,42.676,26.998,0,descent
573,5,460.0,15221.4,0.20437,-58.0,24.641,4677.4,14.6826,348.824,22.9732,37.195,7191.807,8013.606,40.597,59.99,117.159,549.975,0.191381,990.747,47.255,27.805,0,descent
574,5,465.0,15155.5,0.20596,-58.0,24.212,4908.9,15.72206,271.387,32.7122,38.687,8081.992,8877.681,82.329,65.437,117.332,556.923,0.193066,983.944,49.523,26.313,0,descent
575,5,470.0,15106.0,0.20717,-58.0,26.643,5179.7,16.34033,270.805,36.0079,37.955,8863.274,9751.107,99.776,71.642,129.376,623.665,0.184049,978.864,56.785,27.045,0,descent
576,5,475.0,15289.4,0.20274,-58.0,22.163,4949.0,15.63247,348.89,25.7323,37.181,8101.672,8977.742,50.973,66.239,109.47,583.845,0.201796,997.821,59.817,27.819,0,descent
577,5,480.0,15154.0,0.206,-58.0,27.728,4930.3,15.20503,347.461,24.7638,36.928,7850.415,8604.449,47.227,65.757,131.573,524.77,0.180412,983.786,36.675,28.072,0,descent
578,5,485.0,15119.3,0.20684,-58.0,25.921,5028.4,15.64789,270.373,33.5842,36.478,8239.721,9080.248,86.86,68.301,125.177,588.442,0.186593,980.23,51.799,28.522,0,descent
579,5,490.0,15085.5,0.20766,-58.0,24.675,5151.1,17.04857,268.052,37.9547,40.243,9196.458,10173.826,110.967,71.71,121.256,674.322,0.191246,976.781,70.961,24.757,0,descent
580,5,495.0,15081.8,0.20776,-58.0,25.244,4531.3,14.94645,351.319,22.4831,37.083,7092.348,7898.751,38.962,56.666,118.429,539.847,0.189079,976.4,44.074,27.917,0,descent
581,5,500.0,15201.9,0.20484,-58.0,24.742,4834.6,14.63644,348.971,23.3308,38.374,7410.034,8141.771,41.96,63.216,118.836,503.26,0.190987,988.732,38.116,26.626,0,descent
582,5,505.0,14977.3,0.21033,-58.0,24.335,5043.7,14.77451,272.986,31.5712,39.927,7803.488,8618.507,76.836,68.663,118.963,567.268,0.192579,965.811,51.244,25.073,0,descent
583,5,510.0,15238.2,0.20397,-58.0,24.779,4950.6,15.20556,267.53,32.8118,39.998,7882.908,8778.124,83.013,66.394,119.946,613.578,0.190847,992.49,59.099,25.002,0,descent
584,5,515.0,15262.6,0.20338,-58.0,24.67,5103.5,16.36473,349.832,27.6894,37.546,8745.92,9686.655,59.14,69.413,120.818,629.622,0.191267,995.022,62.426,27.454,0,descent
585,5,520.0,15340.6,0.20153,-58.0,24.536,4712.9,15.23361,349.603,23.6881,38.174,7518.292,8281.441,43.302,60.226,117.023,518.98,0.191789,1003.182,41.535,26.826,0,descent
586,5,525.0,15285.0,0.20285,-58.0,25.08,5205.3,15.28194,543.399,16.9088,39.296,8330.122,9188.241,22.065,71.952,123.349,569.78,0.189699,997.363,50.086,25.704,0,descent
587,5,530.0,15452.5,0.19889,-58.0,23.999,5071.1,14.98254,269.575,32.8631,37.705,7956.465,8859.067,83.364,67.727,117.857,617.458,0.19392,1015.02,61.737,27.295,0,descent
588,5,535.0,15376.2,0.20068,-58.0,25.416,4611.7,14.50602,347.33,21.8736,38.141,7005.444,7597.355,36.947,58.187,119.741,422.245,0.188439,1006.931,21.567,26.859,0,descent
589,5,540.0,15370.9,0.20081,-58.0,23.201,4655.2,13.92804,273.206,27.4276,37.108,6789.822,7493.374,58.075,58.391,111.226,489.414,0.197228,1006.374,38.526,27.892,0,descent
590,5,545.0,15403.6,0.20004,-58.0,25.965,4878.1,14.96726,267.962,31.8352,38.423,7645.723,8530.617,78.239,63.564,124.085,606.341,0.186437,1009.827,55.044,26.577,0,descent
591,5,550.0,15287.5,0.20279,-58.0,24.467,4865.5,15.28517,350.007,24.8142,38.091,7788.05,8685.153,47.549,63.08,117.992,596.287,0.192057,997.623,56.521,26.909,0,descent
592,5,555.0,15341.2,0.20151,-58.0,27.202,4715.2,14.69334,537.911,14.5468,38.104,7255.158,7824.892,16.346,59.442,127.707,404.926,0.182147,1003.248,15.756,26.896,0,descent
593,5,560.0,15403.0,0.20005,-58.0,24.78,4611.9,12.96401,345.325,20.2858,36.775,6261.122,7005.198,31.775,56.786,117.198,501.834,0.190843,1009.762,37.772,28.225,0,descent
594,5,565.0,15553.2,0.19655,-58.0,24.916,4290.7,14.0034,273.849,25.3481,36.323,6292.017,6941.553,49.612,51.148,115.313,454.478,0.190319,1025.809,28.496,28.677,0,descent
595,5,570.0,15583.8,0.19584,-58.0,26.422,4924.5,14.76651,270.072,30.7317,38.063,7614.982,8299.785,72.911,64.62,126.299,495.365,0.184818,1029.104,33.552,26.937,0,descent
596,5,575.0,15556.7,0.19647,-58.0,26.721,4367.0,13.4671,270.372,25.1864,39.382,6158.687,6809.683,48.968,52.249,123.096,458.989,0.183778,1026.184,26.352,25.618,0,descent
597,5,580.0,15487.8,0.19807,-58.0,23.822,4436.8,14.65252,538.377,14.1687,37.872,6807.859,7628.087,15.493,53.84,112.022,532.736,0.194639,1018.786,45.691,27.128,0,descent
598,5,585.0,15680.6,0.19362,-58.0,23.997,4487.1,13.51103,541.918,13.085,35.136,6348.661,7090.997,13.216,53.659,113.104,489.275,0.193928,1039.635,36.884,29.864,0,descent
599,5,590.0,15664.0,0.194,-58.0,24.957,4780.0,13.97383,537.788,14.2995,36.818,6994.734,7690.113,15.782,60.839,119.249,470.6,0.190164,1037.818,31.491,28.182,0,descent
600,5,595.0,15615.5,0.19511,-58.0,23.661,4302.3,13.67084,535.205,12.8377,38.752,6159.133,6870.804,12.719,50.142,110.379,469.377,0.195301,1032.546,33.67,26.248,0,descent
601,6,0.0,18980.4,0.13133,-58.0,23.858,3528.3,9.25618,345.276,11.7498,31.293,3420.026,4056.936,10.385,33.617,106.013,417.808,0.194495,1480.6,23.261,33.707,0,loiter
602,6,5.0,19009.0,0.13089,-58.0,20.362,3845.1,10.23186,539.839,8.6955,32.045,4119.944,4694.191,5.687,39.27,94.013,378.373,0.210532,1485.222,21.659,32.955,0,loiter
603,6,10.0,18993.8,0.13112,-58.0,26.309,3819.1,9.99533,348.972,12.4692,33.277,3997.503,4351.393,11.693,38.375,117.632,270.105,0.185214,1482.769,-7.973,31.723,0,loiter
604,6,15.0,19155.0,0.12866,-58.0,19.831,3758.9,10.61519,541.111,9.0563,32.781,4178.511,4900.442,6.165,37.885,91.334,457.985,0.21333,1509.05,39.702,32.219,0,loiter
605,6,20.0,19009.1,0.13089,-58.0,23.09,3919.9,10.87205,273.466,18.5682,29.874,4462.83,5077.788,25.919,41.159,105.422,415.852,0.197701,1485.232,24.214,35.126,0,loiter
606,6,25.0,19114.9,0.12927,-58.0,21.111,3740.4,9.81585,273.123,15.9299,31.607,3844.793,4350.826,19.075,37.408,96.335,347.086,0.206762,1502.462,13.764,33.393,0,loiter
607,6,30.0,19184.7,0.12821,-58.0,23.577,3847.3,10.58933,268.244,18.0046,30.819,4266.285,4829.638,24.362,39.673,106.89,386.761,0.195649,1513.943,17.669,34.181,0,loiter
608,6,35.0,19204.0,0.12792,-58.0,23.14,3515.0,10.30266,347.989,12.5774,32.546,3792.351,4376.781,11.886,34.381,103.064,388.635,0.197487,1517.126,18.75,32.454,0,loiter
609,6,40.0,19102.9,0.12945,-58.0,22.76,3862.3,11.11949,347.01,14.9508,31.081,4497.347,5188.088,16.793,39.989,103.719,452.133,0.199131,1500.496,32.034,33.919,0,loiter
610,6,45.0,19336.6,0.12594,-58.0,22.126,4231.4,10.42647,351.233,15.0545,30.446,4620.111,5287.649,17.027,46.092,103.725,442.226,0.201961,1539.264,31.312,34.554,0,loiter
611,6,50.0,19182.0,0.12825,-58.0,23.319,4054.5,12.07444,269.049,21.1035,32.779,5126.61,5677.89,33.459,44.524,107.248,386.558,0.19673,1513.495,18.048,32.221,0,loiter
612,6,55.0,19418.5,0.12473,-58.0,20.773,4108.1,11.83747,348.118,16.469,28.831,5092.422,5733.164,20.374,45.833,97.435,426.047,0.208439,1553.092,30.805,36.169,0,loiter
613,6,60.0,19239.6,0.12738,-58.0,23.037,3924.6,11.19612,269.37,19.4911,31.273,4601.366,5250.334,28.537,41.421,105.239,435.771,0.19793,1523.04,28.252,33.727,0,loiter
614,6,65.0,19179.3,0.12829,-58.0,22.065,4188.2,12.78937,540.535,11.9229,31.961,5609.295,6444.748,10.678,47.628,103.17,532.163,0.202242,1513.054,49.626,33.039,0,loiter
615,6,70.0,19257.0,0.12713,-58.0,21.787,4050.7,10.87739,544.446,9.38,32.528,4614.009,5106.895,6.61,43.824,101.096,339.276,0.203527,1525.928,11.052,32.472,0,loiter
616,6,75.0,19302.6,0.12644,-58.0,22.221,4505.0,12.22821,538.124,12.2582,32.139,5768.773,6596.436,11.287,53.136,106.135,531.966,0.201531,1533.544,49.207,32.861,0,loiter
617,6,80.0,19392.0,0.12512,-58.0,23.471,4341.3,13.01881,348.376,19.0749,31.095,5918.577,6645.233,27.336,50.689,109.904,484.229,0.196091,1548.606,36.953,33.905,0,loiter
618,6,85.0,19473.3,0.12393,-58.0,23.141,4188.6,12.90549,271.562,23.2688,30.945,5660.706,6318.928,40.681,47.5,107.475,450.067,0.197486,1562.431,30.882,34.055,0,loiter
619,6,90.0,19320.7,0.12618,-58.0,23.09,4259.0,13.20797,350.882,18.4339,30.77,5890.734,6468.13,25.531,49.324,107.779,399.753,0.197701,1536.58,21.032,34.23,0,loiter
620,6,95.0,19335.6,0.12595,-58.0,22.459,4547.1,12.53677,539.458,12.4911,28.634,5969.612,6738.434,11.722,54.784,107.409,501.114,0.200462,1539.089,42.454,36.366,0,loiter
621,6,100.0,19302.7,0.12644,-58.0,24.314,4186.0,12.45225,349.995,17.6864,32.019,5458.592,6190.166,23.503,47.471,112.152,484.772,0.19266,1533.574,35.396,32.981,0,loiter
622,6,105.0,19435.3,0.12449,-58.0,19.897,4462.3,13.08865,349.109,19.5945,30.711,6116.247,6840.606,28.849,53.106,96.512,478.708,0.212977,1555.95,43.954,34.289,0,loiter
623,6,110.0,19371.5,0.12542,-58.0,22.335,4509.3,13.87678,270.486,26.9558,32.078,6552.811,7291.176,54.605,54.667,106.623,503.254,0.201017,1545.145,43.162,32.922,0,loiter
624,6,115.0,19559.0,0.12269,-58.0,22.774,4613.9,13.79781,266.943,27.9606,29.787,6666.679,7463.894,58.761,56.818,109.19,539.614,0.19907,1577.148,49.421,35.213,0,loiter
625,6,120.0,19313.4,0.12628,-58.0,23.844,4682.9,13.34662,271.754,26.8037,31.751,6545.037,7284.032,54.011,58.478,114.016,508.374,0.194551,1535.362,40.905,33.249,0,loiter
626,6,125.0,19241.1,0.12736,-58.0,23.615,4360.5,13.24326,352.551,18.7427,31.988,6047.211,6607.766,26.412,51.786,110.621,393.274,0.195493,1523.282,18.882,33.012,0,loiter
627,6,130.0,19506.1,0.12345,-58.0,24.136,5003.0,14.90499,266.137,32.2829,31.581,7808.843,8591.681,78.346,66.454,117.819,548.739,0.193371,1568.044,48.11,33.419,0,loiter
628,6,135.0,19319.1,0.1262,-58.0,20.724,4256.3,12.36562,352.743,17.3489,32.954,5511.543,6119.718,22.631,49.05,98.294,410.985,0.208684,1536.315,27.766,32.046,0,loiter
629,6,140.0,19520.4,0.12325,-58.0,21.411,4354.6,12.5138,350.872,17.9329,30.809,5706.441,6292.164,24.179,51.165,101.762,401.846,0.205308,1570.495,24.502,34.191,0,loiter
630,6,145.0,19500.4,0.12354,-58.0,24.92,4157.9,12.5735,271.254,22.8103,31.514,5474.709,6187.365,39.117,47.06,114.375,482.209,0.190305,1567.07,33.767,33.486,0,loiter
631,6,150.0,19633.5,0.12162,-58.0,21.36,4389.7,13.29212,271.658,24.8892,32.214,6110.299,6761.343,46.574,52.13,101.818,448.308,0.205555,1590.069,34.152,32.786,0,loiter
632,6,155.0,19545.0,0.12289,-58.0,24.699,4407.9,12.63376,268.882,24.2668,29.698,5831.729,6524.926,44.275,51.938,115.311,476.444,0.191155,1574.73,33.074,35.302,0,loiter
633,6,160.0,19317.0,0.12623,-58.0,20.719,4190.9,12.89106,349.932,17.9661,29.543,5657.539,6286.924,24.269,47.822,97.805,422.615,0.208709,1535.972,30.203,35.457,0,loiter
634,6,165.0,19355.8,0.12566,-58.0,22.575,4142.3,13.11867,538.5,11.9869,31.263,5690.684,6454.926,10.803,47.642,104.884,493.832,0.199946,1542.485,40.739,33.737,0,loiter
635,6,170.0,19518.3,0.12328,-58.0,25.267,4299.4,12.76969,347.897,18.6699,32.195,5749.36,6495.2,26.21,50.185,116.782,497.141,0.188992,1570.146,35.956,32.805,0,loiter
636,6,175.0,19510.4,0.12339,-58.0,20.492,4066.3,12.27933,348.546,16.6794,32.165,5228.845,5813.532,20.92,45.667,96.024,394.753,0.20986,1568.778,24.843,32.835,0,loiter
637,6,180.0,19668.4,0.12112,-58.0,21.525,4125.6,11.97393,538.525,10.6444,33.122,5173.084,5732.267,8.52,46.44,100.569,377.538,0.204762,1596.16,19.305,31.878,0,loiter
638,6,185.0,19449.9,0.12427,-58.0,20.837,4281.1,12.60794,270.914,23.2844,31.425,5652.3,6308.079,40.761,49.406,98.927,445.77,0.208116,1558.441,34.772,33.575,0,loiter
639,6,190.0,19462.6,0.12409,-58.0,19.199,4212.0,12.28814,274.777,21.6751,29.478,5420.043,5955.839,35.323,47.862,91.876,373.465,0.216812,1560.594,22.972,35.522,0,loiter
640,6,195.0,19366.3,0.1255,-58.0,25.131,4018.3,12.03258,273.123,21.0296,31.561,5063.286,5743.669,33.247,43.778,114.251,460.284,0.189502,1544.254,29.225,33.439,0,loiter
641,6,200.0,19381.4,0.12528,-58.0,22.094,4165.7,12.18263,349.193,16.7992,31.729,5314.461,5866.169,21.216,46.303,103.127,380.23,0.202108,1546.804,18.848,33.271,0,loiter
642,6,205.0,19307.1,0.12638,-58.0,22.648,4107.1,11.05302,540.427,9.6345,30.799,4753.86,5206.728,6.977,44.291,104.931,319.367,0.199621,1534.313,5.752,34.201,0,loiter
643,6,210.0,19259.0,0.1271,-58.0,20.821,3954.7,11.18392,347.967,15.4341,31.577,4631.687,5370.56,17.899,42.057,96.579,476.821,0.208195,1526.261,41.272,33.423,0,loiter
644,6,215.0,19367.6,0.12548,-58.0,23.671,4017.4,11.3867,267.534,20.6312,29.902,4790.411,5519.569,31.987,42.946,108.402,483.538,0.195262,1544.483,36.416,35.098,0,loiter
645,6,220.0,19358.2,0.12562,-58.0,22.347,4162.5,12.43317,267.184,22.7529,30.189,5419.627,6079.205,38.907,46.619,104.116,448.107,0.200962,1542.899,32.052,34.811,0,loiter
646,6,225.0,19426.9,0.12461,-58.0,21.251,3840.4,10.56352,541.415,8.733,32.275,4248.276,4728.161,5.732,39.868,97.539,328.349,0.206081,1554.53,9.666,32.725,0,loiter
647,6,230.0,19115.6,0.12926,-58.0,21.946,3524.6,9.84535,266.768,15.3305,30.706,3633.896,4089.697,17.659,34.193,98.344,318.279,0.20279,1502.568,6.544,34.294,0,loiter
648,6,235.0,19445.5,0.12434,-58.0,20.402,3229.0,9.77286,544.704,7.2842,32.336,3304.612,3967.724,3.985,29.573,90.472,420.526,0.210322,1557.686,30.446,32.664,0,loiter
649,6,240.0,19194.1,0.12807,-58.0,21.723,4172.2,12.11741,346.865,17.2741,31.747,5294.254,5991.764,22.413,47.024,101.688,460.637,0.203828,1515.496,35.891,33.253,0,loiter
650,6,245.0,19243.5,0.12733,-58.0,23.179,3722.8,9.98803,355.862,12.2453,30.881,3893.811,4357.631,11.264,37.284,104.495,323.97,0.197324,1523.688,5.927,34.119,0,loiter
651,6,250.0,19102.7,0.12945,-58.0,24.788,3957.0,10.64627,350.522,14.5144,33.879,4411.587,5087.626,15.82,40.785,112.461,447.901,0.190811,1500.462,27.465,31.121,0,loiter
652,6,255.0,19223.2,0.12763,-58.0,21.508,4021.7,10.97584,267.096,19.9492,33.445,4622.492,5328.349,29.884,42.343,99.779,465.624,0.204846,1520.315,37.381,31.555,0,loiter
653,6,260.0,19295.0,0.12656,-58.0,20.582,3621.6,9.68935,350.439,12.0078,30.91,3674.692,4207.987,10.828,36.125,93.475,356.504,0.209404,1532.286,16.653,34.09,0,loiter
654,6,265.0,19098.3,0.12952,-58.0,23.717,3836.9,11.25987,540.394,9.2863,30.237,4524.162,5018.282,6.475,39.498,107.38,340.775,0.195073,1499.744,8.476,34.763,0,loiter
655,6,270.0,19144.1,0.12882,-58.0,24.176,3707.2,9.22147,271.356,14.7993,31.569,3579.915,4015.879,16.44,36.527,108.388,312.39,0.193209,1507.257,2.357,33.431,0,loiter
656,6,275.0,19207.8,0.12786,-58.0,21.26,3542.1,10.69693,350.608,12.9071,31.661,3967.828,4525.33,12.5,33.907,95.705,370.577,0.206035,1517.764,18.352,33.339,0,loiter
657,6,280.0,19052.9,0.13021,-58.0,20.906,3337.8,9.94674,269.837,14.795,31.368,3476.759,3992.23,16.422,30.178,93.094,346.372,0.207773,1492.337,13.967,33.632,0,loiter
658,6,285.0,19175.1,0.12835,-58.0,20.995,3242.0,10.77476,265.394,15.6961,30.747,3658.1,4165.658,18.48,29.158,92.915,342.406,0.20733,1512.363,12.991,34.253,0,loiter
659,6,290.0,18993.7,0.13112,-58.0,21.131,3381.0,11.21685,347.426,13.3166,30.249,3971.412,4626.528,13.298,31.568,94.242,422.913,0.206662,1482.74,29.4,34.751,0,loiter
660,6,295.0,18858.8,0.13322,-58.0,20.207,3621.5,10.57046,539.62,8.4372,29.394,4008.813,4552.901,5.338,35.141,91.978,358.854,0.211333,1461.135,17.838,35.606,0,loiter
661,6,300.0,19017.7,0.13075,-58.0,22.253,3862.0,10.80108,540.871,8.9804,30.871,4368.291,4857.225,6.047,39.64,101.691,335.234,0.201385,1486.627,9.511,34.129,0,loiter
662,6,305.0,18976.0,0.1314,-58.0,21.663,3694.6,10.76011,352.919,13.3619,28.338,4163.066,4715.667,13.383,36.372,98.253,370.534,0.204112,1479.897,17.63,36.662,0,loiter
663,6,310.0,19039.2,0.13042,-58.0,22.039,3542.1,10.44577,349.239,12.6835,30.43,3874.654,4429.564,12.057,33.606,98.822,370.219,0.20236,1490.122,16.917,34.57,0,loiter
664,6,315.0,18924.8,0.13219,-58.0,25.018,3905.9,10.53204,351.127,14.2314,30.918,4307.872,4997.027,15.176,40.766,113.038,455.077,0.189933,1471.665,28.434,34.082,0,loiter
665,6,320.0,18889.2,0.13275,-58.0,23.677,3295.9,9.47219,348.001,11.0873,28.803,3269.264,3858.393,9.211,29.421,103.943,388.179,0.195235,1465.976,17.786,36.197,0,loiter
666,6,325.0,18992.2,0.13115,-58.0,19.786,3420.7,10.71286,347.066,12.6347,29.507,3837.508,4385.091,11.96,32.21,89.091,361.138,0.213571,1482.505,19.129,35.493,0,loiter
667,6,330.0,18904.0,0.13251,-58.0,21.819,3829.6,11.3513,348.346,15.0403,30.861,4552.274,5239.248,16.945,39.441,99.743,448.094,0.203378,1468.344,33.133,34.139,0,loiter
668,6,335.0,18792.4,0.13427,-58.0,20.533,3858.9,9.12552,351.472,12.0783,30.544,3687.609,4245.2,10.929,38.949,94.79,371.776,0.20965,1450.62,19.943,34.456,0,loiter
669,6,340.0,18811.6,0.13396,-58.0,22.355,4069.3,9.77897,538.98,9.0015,27.342,4167.155,4851.607,6.069,43.838,103.496,445.48,0.200925,1453.647,31.508,37.658,0,loiter
670,6,345.0,18891.8,0.1327,-58.0,23.977,3629.8,11.34624,268.569,18.1401,31.661,4312.891,4871.859,24.648,37.019,107.106,383.38,0.194012,1466.392,16.38,33.339,0,loiter
671,6,350.0,18595.3,0.13742,-58.0,22.504,3834.4,11.70221,541.705,9.9365,28.868,4698.871,5382.649,7.394,40.151,102.515,443.605,0.200258,1419.897,30.836,36.132,0,loiter
672,6,355.0,18705.1,0.13565,-58.0,21.864,4137.9,12.46056,537.441,11.096,29.316,5399.365,5963.475,9.221,46.691,102.009,381.325,0.20317,1436.924,19.474,35.684,0,loiter
673,6,360.0,18731.9,0.13522,-58.0,22.004,4257.2,12.71328,347.361,18.6011,29.882,5667.734,6461.282,25.908,48.584,103.42,516.511,0.202524,1441.116,46.606,35.118,0,loiter
674,6,365.0,18786.5,0.13436,-58.0,20.591,4181.0,12.35314,270.148,22.3976,30.405,5408.585,6050.677,37.571,47.692,97.222,435.269,0.209357,1449.696,33.126,34.595,0,loiter
675,6,370.0,18665.0,0.13629,-58.0,22.435,4501.9,11.57811,273.469,22.4995,33.367,5458.334,6152.916,37.915,52.814,106.967,470.984,0.200567,1430.672,36.464,31.633,0,loiter
676,6,375.0,18677.2,0.1361,-58.0,22.064,4424.0,12.7601,269.276,24.481,30.699,5911.462,6592.138,44.891,52.301,104.891,465.309,0.202248,1432.566,36.108,34.301,0,loiter
677,6,380.0,18758.8,0.1348,-58.0,19.796,4177.0,12.54377,349.578,17.6277,32.727,5486.789,6162.278,23.277,47.481,94.014,445.667,0.213518,1445.334,37.158,32.273,0,loiter
678,6,385.0,18617.7,0.13705,-58.0,21.1,4318.4,12.6121,350.963,18.0185,29.943,5703.489,6323.829,24.323,50.143,100.25,419.809,0.206817,1423.346,28.824,35.057,0,loiter
679,6,390.0,18723.0,0.13537,-58.0,22.507,4370.1,12.52151,541.47,11.8613,29.684,5730.242,6422.52,10.54,51.301,106.26,456.399,0.200248,1439.713,33.393,35.316,0,loiter
680,6,395.0,18609.0,0.1372,-58.0,23.24,4208.7,12.61582,541.622,11.5866,29.52,5560.175,6275.58,10.058,47.498,108.015,467.979,0.197065,1421.997,34.222,35.48,0,loiter
681,6,400.0,18715.3,0.13549,-58.0,24.229,4350.0,11.33262,349.491,16.61,30.784,5162.304,5805.032,20.67,50.211,112.998,436.246,0.193001,1438.513,26.196,34.216,0,loiter
682,6,405.0,18611.5,0.13715,-58.0,22.658,4386.9,13.21102,538.91,12.6499,30.437,6069.144,6817.133,11.988,52.532,106.991,488.574,0.199577,1422.385,39.508,34.563,0,loiter
683,6,410.0,18699.3,0.13575,-58.0,23.834,4572.5,14.91315,273.887,28.9575,30.907,7140.929,7931.09,62.828,56.963,113.108,539.393,0.194592,1436.012,46.962,34.093,0,loiter
684,6,415.0,18575.6,0.13774,-58.0,21.52,4481.9,13.01696,540.989,12.7184,32.066,6109.364,6880.496,12.122,53.82,103.155,500.216,0.204786,1416.854,44.437,32.934,0,loiter
685,6,420.0,18596.1,0.1374,-58.0,20.884,4410.2,12.69392,269.049,24.2827,30.256,5862.522,6533.23,44.198,52.102,100.069,457.255,0.207881,1420.017,37.055,34.744,0,loiter
686,6,425.0,18586.7,0.13756,-58.0,20.016,4503.9,13.56373,350.842,20.3194,29.877,6397.26,7128.895,30.95,54.551,97.305,484.662,0.212343,1418.56,44.915,35.123,0,loiter
687,6,430.0,18457.4,0.13966,-58.0,20.036,3979.2,12.92991,350.3,17.027,30.156,5387.924,5964.542,21.737,44.289,93.603,388.973,0.212235,1398.818,24.554,34.844,0,loiter
688,6,435.0,18493.5,0.13907,-58.0,22.365,4459.8,12.4887,541.217,12.0579,30.603,5832.521,6525.957,10.9,53.156,106.364,458.079,0.200883,1404.291,34.02,34.397,0,loiter
689,6,440.0,18509.2,0.13881,-58.0,20.987,4682.7,13.03568,351.926,20.3569,30.93,6392.267,7164.104,31.069,58.341,102.587,510.909,0.207371,1406.695,47.947,34.07,0,loiter
690,6,445.0,18388.9,0.14079,-58.0,23.705,4482.8,13.25904,349.115,19.6159,29.854,6224.349,6848.191,28.855,53.931,111.9,430.722,0.195123,1388.468,26.044,35.146,0,loiter
691,6,450.0,18408.1,0.14048,-58.0,20.589,4697.3,13.14381,269.369,26.8808,29.821,6465.507,7240.851,54.184,58.667,101.113,522.722,0.209364,1391.362,51.439,35.179,0,loiter
692,6,455.0,18715.7,0.13548,-58.0,22.941,4414.3,13.16031,270.84,24.7059,32.042,6083.483,6691.331,45.783,52.724,108.327,427.392,0.198343,1438.573,26.77,32.958,0,loiter
693,6,460.0,18494.7,0.13905,-58.0,21.557,4478.7,13.62094,270.287,25.9062,31.156,6388.372,7002.117,50.337,54.396,103.279,431.165,0.20461,1404.483,30.221,33.844,0,loiter
